"","words","term.freq","doc.freq"
"7538","tumely",1,1
"7539","heaped",1,1
"7540","slavery.'what",1,1
"7541","picture",4,4
"7542","failry",1,1
"7543","confessed",3,3
"7544","intel",1,1
"7545","lectual",1,1
"7546","privileged",1,1
"7547","wretchedly",1,1
"7548","estimable",2,2
"7549","contemned",1,1
"7550","possesses",1,1
"7551","accidental",1,1
"7552","corporeal",1,1
"7553","entails",1,1
"7554","possessor",1,1
"7555","everlasting",1,1
"7556","ignominy",1,1
"7557","distinctions",1,1
"7558","excess",9,6
"7559","extinction",1,1
"7560","hateful",1,1
"7561","rule",4,4
"7562","feeling.with",1,1
"7563","quote",1,1
"7564","brown's",1,1
"7565","gazetteer",1,1
"7566","directory",1,1
"7567","describing",1,1
"7568","lexington",4,3
"7569","stands",6,6
"7570","market-house",1,1
"7571","wed",1,1
"7572","nesdays",1,1
"7573","saturdays",1,1
"7574","practise",16,15
"7575","incorrigible",1,1
"7576","screams",2,2
"7577","knell",2,2
"7578","libery.'having",1,1
"7579","disclaim",3,3
"7580","depreciate",3,3
"7581","spectacle",1,1
"7582","advancing",6,6
"7583","greatness",3,3
"7584","revile",1,1
"7585","foolish",1,1
"7586","blind",3,3
"7587","offence",6,6
"7588","hiding",1,1
"7589","u.c",1,1
"7590","company.on",1,1
"7591","accused",5,3
"7592","disclousure",1,1
"7593","bya",1,1
"7594","mackenzie",3,3
"7595","m'gillis",1,1
"7596","simon",1,1
"7597","macdonald",3,3
"7598","m'laughlin",1,1
"7599","accessories",2,1
"7600","severlight",1,1
"7601","accessory",2,1
"7602","fact.it",1,1
"7603","evidence",24,12
"7604","century",4,4
"7605","resorting",3,3
"7606","disturbance",3,3
"7607","enlisting",1,1
"7608","dried",3,3
"7609","flesh",10,10
"7610","producing",7,6
"7611","dissention",1,1
"7612","stations",2,2
"7613","rival",1,1
"7614","divisions",4,4
"7615","undisturbed",1,1
"7616","traders.the",1,1
"7617","macdonnell",5,1
"7618","soi-disant",1,1
"7619","ossinibour",1,1
"7620","prohibiting",2,2
"7621","document",5,5
"7622","trials",5,4
"7623","depots",1,1
"7624","blockaded",2,2
"7625","batteries",1,1
"7626","interdicted",1,1
"7627","ensuring",1,1
"7628","people.mutual",1,1
"7629","exasperated",2,2
"7630","suspicious",1,1
"7631","loch",1,1
"7632","affray",2,1
"7633","investigated",3,2
"7634","bouche",1,1
"7635","acquittal",1,1
"7636","shows",6,6
"7637","assailants",2,1
"7638","colin",1,1
"7639","robertson",4,4
"7640","forks",1,1
"7641","materials",12,12
"7642","floated",2,2
"7643","rafts",1,1
"7644","constructing",1,1
"7645","douglas",8,5
"7646","predecessors",2,2
"7647","plete",1,1
"7648","blockage",1,1
"7649","intercept",1,1
"7650","riviere",1,1
"7651","qui",1,1
"7652","appele",1,1
"7653","breeds",4,2
"7654","semple's",4,1
"7655","canoes",19,11
"7656","apprise",1,1
"7657","blockages",1,1
"7658","concert",2,2
"7659","eluding",1,1
"7660","cuthbert",1,1
"7661","breed",3,3
"7662","clerk",9,5
"7663","swamp",2,2
"7664","deserted",13,13
"7665","conflict",5,4
"7666","killed.it",1,1
"7667","replace",1,1
"7668","replenish",1,1
"7669","rescue",1,1
"7670","intercepted",1,1
"7671","blockading",1,1
"7672","cannonmen",1,1
"7673","molesting",1,1
"7674","attacked.–they",1,1
"7675","defended",3,3
"7676","subpoenas",3,2
"7677","sevewright",0,0
"7678","accessaries",1,1
"7679","unsuccessful",2,2
"7680","blame",2,2
"7681","murderers–the",1,1
"7682","presided",10,10
"7683","scintilla",1,1
"7684","accordinagly",1,1
"7685","guilty.it",1,1
"7686","recollected",4,4
"7687","murder–and",1,1
"7688","lordship's",3,2
"7689","accusations",1,1
"7690","palliate",1,1
"7691","atrocious",1,1
"7692","recovered",5,5
"7693","re-established",1,1
"7694","uncertainty",1,1
"7695","contradictory",1,1
"7696","affidavits",1,1
"7697","public.the",2,2
"7698","figuring",1,1
"7699","seizing",1,1
"7700","books",3,3
"7701","reform",5,3
"7702","canadait",1,1
"7703","delegates",1,1
"7704","pursuance",2,2
"7705","recommendation",3,3
"7706","imperial",2,2
"7707","designing",1,1
"7708","organize",1,1
"7709","discontent.the",1,1
"7710","reofrming",1,1
"7711","suspension",2,2
"7712","corpus",1,1
"7713","maitland's",1,1
"7714","servility",1,1
"7715","control",7,6
"7716","disseminated",1,1
"7717","anlibel",1,1
"7718","ears",1,1
"7719","provoke",1,1
"7720","mental",1,1
"7721","illegal",1,1
"7722","legitimate",1,1
"7723","decision",5,4
"7724","purge",1,1
"7725","mal-administration",1,1
"7726","paper:–interesting",1,1
"7727","brotherly",2,1
"7728","union.it",1,1
"7729","spartan",1,1
"7730","sanctioned",12,12
"7731","apostolical",1,1
"7732","usage",1,1
"7733","enjoying",3,3
"7734","priate",1,1
"7735","engendered",1,1
"7736","imperfect",3,3
"7737","felicityto",1,1
"7738","surveyedhusbandmen",1,1
"7739","artisans",7,6
"7740","invited",3,3
"7741","fellowship",1,1
"7742","faith.want",1,1
"7743","excluding",3,3
"7744","colonist",1,1
"7745","fundamental",1,1
"7746","refunded",1,1
"7747","assignees",1,1
"7748","demand.the",1,1
"7749","bounds",4,3
"7750","government.all",1,1
"7751","propery",1,1
"7752","c.no",1,1
"7753","superscription",1,1
"7754","union.'s",1,1
"7755","applicants",4,4
"7756","convene",1,1
"7757","code",3,3
"7758","establishment.s",1,1
"7759","cleveland",1,1
"7760","blythst",1,1
"7761","contant",1,1
"7762","paers",1,1
"7763","insertion",4,3
"7764","bono",1,1
"7765","publico",1,1
"7766","coffeehouse",3,3
"7767","grassie",1,1
"7768","unaminously–that",1,1
"7769","petitioned",1,1
"7770","halifax.–that",1,1
"7771","funds.–that",1,1
"7772","notes",14,6
"7773","bank.–that",1,1
"7774","classification",2,2
"7775","vote.–that",1,1
"7776","presetned",1,1
"7777","doubloun",1,1
"7778","sovereigh",1,1
"7779","adjourned.york",1,1
"7780","tex",1,1
"7781","othersa",1,1
"7782","indictment",3,2
"7783","impoverish",2,2
"7784","partnes",1,1
"7785","lorimer",1,1
"7786","pratais",1,1
"7787","d'orsonnens",1,1
"7788","meuron",1,1
"7789","frederick",5,4
"7790","matthey",2,1
"7791","fauche",1,1
"7792","graffenrad",1,1
"7793","vichie",1,1
"7794","macdonnel",1,1
"7795","fecibles",1,1
"7796","bridport",1,1
"7797","beecher",1,1
"7798","doctor",4,4
"7799","allen",3,1
"7800","spencer",2,2
"7801","donald",1,1
"7802","macpherson",1,1
"7803","chatelain",1,1
"7804","m'nab",1,1
"7805","bourke.the",1,1
"7806","counts",1,1
"7807","overt",1,1
"7808","documentary",1,1
"7809","oral",1,1
"7810","prominent",4,4
"7811","armind",1,1
"7812","entry",2,2
"7813","retaining",1,1
"7814","rid",5,4
"7815","related",2,2
"7816","outfits",1,1
"7817","felony",3,1
"7818","examination",5,5
"7819","duress",1,1
"7820","tampering",3,2
"7821","debauching",1,1
"7822","company's",8,8
"7823","advising",2,2
"7824","alleging",2,2
"7825","pluie",1,1
"7826","c.upon",1,1
"7827","arraigned",3,3
"7828","day.wm",1,1
"7829","selkirkthis",1,1
"7830","imprisonment.it",1,1
"7831","plaintiff",2,1
"7832","writ",3,2
"7833","doors",6,5
"7834","custody",1,1
"7835","dwelt",3,3
"7836","reinhard",1,1
"7837","accusation",1,1
"7838","school",6,3
"7839","nominally",2,2
"7840","surveillance",1,1
"7841","comrades",1,1
"7842","option",2,2
"7843","molest",1,1
"7844","deliberation",2,2
"7845","currency.after",1,1
"7846","narrating",1,1
"7847","parages",1,1
"7848","journal",6,6
"7849","catastrophe",3,3
"7850","tatham",3,1
"7851","engineering.–who",1,1
"7852","residing",6,6
"7853","addicted–was",1,1
"7854","breathe",1,1
"7855","intemperance",2,2
"7856","exclaimed",2,2
"7857","conolonel",1,1
"7858","front",6,6
"7859","muzzle",1,1
"7860","abdomen",1,1
"7861","literally",3,3
"7862","uttering",1,1
"7863","byestanders",1,1
"7864","strip",2,2
"7865","attractions",1,1
"7866","horroer",1,1
"7867","commiseraton",1,1
"7868","genius",4,4
"7869","resource",3,3
"7870","leedsapril",1,1
"7871","assemblage",4,3
"7872","croppers",1,1
"7873","cloth-dressers",1,1
"7874","kep",1,1
"7875","wortley",1,1
"7876","armley",1,1
"7877","holbeck",1,1
"7878","briggate",1,1
"7879","sticks",1,1
"7880","peaceable",3,3
"7881","loud",6,6
"7882","mayor",5,4
"7883","rea",1,1
"7884","diness",1,1
"7885","slightest",3,3
"7886","perplexing",1,1
"7887","augment",2,2
"7888","manufactories.chesterapril",1,1
"7889","bagguely",1,1
"7890","samuel",2,2
"7891","convicted",2,2
"7892","sedition",1,1
"7893","adrdress",1,1
"7894","chief-justice",1,1
"7895","copley",1,1
"7896","sentenced",5,5
"7897","imprisonment",4,4
"7898","behaviour",2,2
"7899","each.we",1,1
"7900","monmouthshire",1,1
"7901","diminishes",1,1
"7902","scarcer",1,1
"7903","them.amongst",1,1
"7904","thistlewaith",1,1
"7905","meadow",1,1
"7906","lane",1,1
"7907","leeds",3,3
"7908","woollen",1,1
"7909","conjunction",2,2
"7910","dewsbury",1,1
"7911","overburdened",1,1
"7912","pecuniary",5,5
"7913","nation–their",1,1
"7914","industry–articles",1,1
"7915","country.the",3,3
"7916","impost",1,1
"7917","levied",3,2
"7918","authors",1,1
"7919","publishers",1,1
"7920","copyright",1,1
"7921","copies",1,1
"7922","libraries",1,1
"7923","repealed",1,1
"7924","committe",2,2
"7925","display",4,3
"7926","country.saturday",1,1
"7927","allsop",1,1
"7928","camelford.yesterday",1,1
"7929","corrupt",2,2
"7930","perjury",1,1
"7931","behalf",4,4
"7932","petitioner",1,1
"7933","examined",7,5
"7934","election",12,7
"7935","penrhyn.extraordinary",1,1
"7936","legacy.–a",1,1
"7937","legacy",4,3
"7938","poundsbequeathed",1,1
"7939","berlin",2,2
"7940","foreigner",1,1
"7941","disputed",1,1
"7942","heir-at-law",1,1
"7943","immoral",1,1
"7944","novelty",1,1
"7945","pleadings",2,2
"7946","classical",2,2
"7947","learning",3,3
"7948","lords.–morn",1,1
"7949","chron.town",1,1
"7950","southwark.–thomas",1,1
"7951","wing",3,2
"7952","reeve",2,1
"7953","marshalman",2,1
"7954","earner",1,1
"7955","suspicion",2,2
"7956","robbing",1,1
"7957","employers",4,4
"7958","sentance",1,1
"7959","flint",1,1
"7960","grocers",1,1
"7961","high-street.the",1,1
"7962","prisoner's",1,1
"7963","detection",2,2
"7964","prosecutors",2,2
"7965","dog",2,1
"7966","handkerchief",1,1
"7967","stables",1,1
"7968","restless",3,3
"7969","pulling",2,2
"7970","skirt",1,1
"7971","heydon",1,1
"7972","apprentice",2,1
"7973","stable",3,3
"7974","heap",1,1
"7975","rubbish",1,1
"7976","scratch",1,1
"7977","booty",1,1
"7978","marking",2,2
"7979","searching",1,1
"7980","ballpence",1,1
"7981","pocket.–remanded",1,1
"7982","committee.–the",1,1
"7983","journals",7,4
"7984","wek",1,1
"7985","asserted",4,4
"7986","intend",3,3
"7987","ricardo's",3,1
"7988","bars",6,2
"7989","buy",6,5
"7990","demanded",20,12
"7991","d.if",1,1
"7992","correct",10,7
"7993","bullion",1,1
"7994","metallic",3,2
"7995","panic",3,2
"7996","cramp",1,1
"7997","upthe",1,1
"7998","hoard",1,1
"7999","silver.in",1,1
"8000","unquestionable",3,3
"8001","foundation",7,7
"8002","indeed–the",1,1
"8003","steadier",1,1
"8004","drain",1,1
"8005","troubles",2,2
"8006","compelling",2,2
"8007","augur",1,1
"8008","favourably",2,2
"8009","tierney",2,1
"8010","voting",2,2
"8011","resumpion",1,1
"8012","voted",14,9
"8013","resumption",1,1
"8014","courier.grand",1,1
"8015","pigeon",1,1
"8016","midgham",1,1
"8017","club",5,2
"8018","thrice",1,1
"8019","farnham",1,1
"8020","twenty-one",3,2
"8021","unlimited",1,1
"8022","russel",2,1
"8023","holt",2,1
"8024","crack",1,1
"8025","keans",2,1
"8026","sports",1,1
"8027","nineteen",1,1
"8028","eighteen",3,1
"8029","bagged",1,1
"8030","sixteen",2,2
"8031","fifty-two",2,2
"8032","backed",2,1
"8033","win",4,2
"8034","bird",3,1
"8035","missed",3,1
"8036","betting",1,1
"8037","onn",1,1
"8038","tie",2,2
"8039","seventeenth",1,1
"8040","kill",22,13
"8041","prize",2,2
"8042","years.letters",1,1
"8043","ultimo",3,3
"8044","gustavus",3,1
"8045","studies",1,1
"8046","oxford",3,2
"8047","largely",2,2
"8048","forget",4,4
"8049","vasa",1,1
"8050","sovereigns",1,1
"8051","potentate",1,1
"8052","generosity",2,2
"8053","magnanimity",9,9
"8054","proverbial",1,1
"8055","espouse",1,1
"8056","cousin",3,2
"8057","hesse",1,1
"8058","cassel",1,1
"8059","matrimonial",1,1
"8060","alliance",5,5
"8061","swedish",3,2
"8062","dynasty.papers",1,1
"8063","arrivedon",1,1
"8064","intelligencer",1,1
"8065","strictures",1,1
"8066","lacock's",1,1
"8067","seminole",1,1
"8068","defends",2,2
"8069","sanguinary",10,10
"8070","tenessee",1,1
"8071","cayes",2,2
"8072","m'gregor's",1,1
"8073","intelligencesome",1,1
"8074","summoned",2,2
"8075","talbot",1,1
"8076","dunwich",1,1
"8077","statess.extract",1,1
"8078","george-town",1,1
"8079","tobago",4,4
"8080","rains",2,2
"8081","inundated",1,1
"8082","frost",2,2
"8083","numbered",2,2
"8084","baffled",1,1
"8085","suspended–the",1,1
"8086","seeking",3,3
"8087","healthiest",3,3
"8088","contagious",1,1
"8089","touch",4,4
"8090","william's",1,1
"8091","her–some",1,1
"8092","fast.'a",1,1
"8093","gazettes",5,5
"8094","contradiction",2,2
"8095","mortality",6,6
"8096","peninsula",2,2
"8097","number.a",1,1
"8098","havannah",2,2
"8099","baring",2,2
"8100","purchases",3,3
"8101","esq.washington",1,1
"8102","hotel",6,3
"8103","orleans",6,3
"8104","gravesend",6,6
"8105","nottinghamshire",1,1
"8106","lancashire",1,1
"8107","wiltshire",2,1
"8108","somersetshire",1,1
"8109","heavily-taxed",1,1
"8110","rabbit",1,1
"8111","double-barrelled",1,1
"8112","knock",1,1
"8113","fetter-lane",1,1
"8114","deer",2,2
"8115","marshy",1,1
"8116","spite",1,1
"8117","remonstrances",2,2
"8118","rheumatic",1,1
"8119","fat",2,2
"8120","woodcocks",1,1
"8121","snipes",1,1
"8122","fowl",1,1
"8123","waggon",10,4
"8124","whereon",1,1
"8125","sugar-houses",1,1
"8126","molasses",1,1
"8127","offers",9,7
"8128","slovenly",1,1
"8129","lazy",4,4
"8130","managers",12,4
"8131","scenery",1,1
"8132","thames",2,2
"8133","staines",1,1
"8134","bath",1,1
"8135","shops",1,1
"8136","gambling",3,3
"8137","claret",1,1
"8138","beer",2,2
"8139","stinking",1,1
"8140","covent",2,2
"8141","dine",1,1
"8142","trouble",9,6
"8143","cents",4,4
"8144","peas",2,2
"8145","rye",2,2
"8146","seed",1,1
"8147","hill's",1,1
"8148","ploughs",2,2
"8149","trimmer",1,1
"8150","hounds",1,1
"8151","hunting",2,2
"8152","b.'s",1,1
"8153","dollar",8,5
"8154","renting",1,1
"8155","riply",1,1
"8156","profit",7,6
"8157","ripley",1,1
"8158","penny",3,3
"8159","washing",3,3
"8160","dozen",1,1
"8161","shirts",1,1
"8162","cravats",1,1
"8163","handkerchiefs",1,1
"8164","gallon",1,1
"8165","custom-house",5,5
"8166","americaimportant",1,1
"8167","engineer",1,1
"8168","louisville",2,2
"8169","inure",1,1
"8170","dung",1,1
"8171","hurtful",2,2
"8172","inches",4,3
"8173","scratching",1,1
"8174","hoe",2,2
"8175","shuffle",1,1
"8176","looseness",1,1
"8177","mellowness",1,1
"8178","eighty",2,2
"8179","roots",2,2
"8180","rot",2,2
"8181","modes",4,4
"8182","proven",1,1
"8183","adapted",3,3
"8184","adapting",1,1
"8185","wrights",2,2
"8186","fitter",2,2
"8187","cradle",2,2
"8188","scythe",1,1
"8189","refular",1,1
"8190","reapers",1,1
"8191","average",11,6
"8192","easier",2,2
"8193","weeds",2,2
"8194","ploughed",3,2
"8195","frosts",2,2
"8196","injure",2,2
"8197","stacked",1,1
"8198","housed",1,1
"8199","shortness",1,1
"8200","mildness",2,2
"8201","provender",1,1
"8202","needed",2,2
"8203","swine",3,2
"8204","fatten",1,1
"8205","nutriment",1,1
"8206","beast",2,2
"8207","se'ennight",2,2
"8208","eyre",3,1
"8209","recruit",1,1
"8210","captivated",1,1
"8211","embarking",2,2
"8212","fanciful",1,1
"8213","uniforms",1,1
"8214","treat",5,5
"8215","purse",1,1
"8216","contented",2,2
"8217","defrayed",1,1
"8218","d'evereaux",2,1
"8219","wexford",1,1
"8220","professes",1,1
"8221","livar",1,1
"8222","venezuela",4,3
"8223","dispatched",6,6
"8224","shewn",3,3
"8225","activity",10,9
"8226","intelligenceadvices",1,1
"8227","caffres",7,4
"8228","suppress",2,2
"8229","restored.we",1,1
"8230","ill-fated",1,1
"8231","island.a",1,1
"8232","regretted",4,3
"8233","java",2,2
"8234","surrendered",1,1
"8235","rapacity",1,1
"8236","torture",1,1
"8237","maxims",1,1
"8238","jurisprudence",2,2
"8239","popular.considerable",1,1
"8240","since.several",1,1
"8241","emigration.the",4,4
"8242","middling",1,1
"8243","sustenance",1,1
"8244","copartnerships",1,1
"8245","singly",2,2
"8246","jointly",1,1
"8247","impetus",1,1
"8248","huma",1,1
"8249","dispoed",1,1
"8250","occupation",2,2
"8251","furtherance",1,1
"8252","siutations",2,2
"8253","pining",1,1
"8254","workhouses",2,2
"8255","consumption",6,5
"8256","birkbeckenglish",1,1
"8257","illinoia",1,1
"8258","presuming",2,2
"8259","queries",3,2
"8260","foresee",1,1
"8261","domestics",2,1
"8262","indentures",1,1
"8263","documents",7,5
"8264","acknowledging",1,1
"8265","incurred",5,5
"8266","incumbrance",1,1
"8267","luggage",3,2
"8268","supposing",3,2
"8269","flower",2,2
"8270","lbs",1,1
"8271","query",8,1
"8272","seventh",1,1
"8273","eighth",1,1
"8274","ninth",1,1
"8275","earthquakes",2,1
"8276","bradbury",1,1
"8277","score",1,1
"8278","elenventh",1,1
"8279","precaution",1,1
"8280","diseases",3,3
"8281","twelfth",2,2
"8282","ague",6,4
"8283","sickly",2,2
"8284","confirmation",3,3
"8285","temperature",1,1
"8286","salubrity",3,3
"8287","immeasurable",1,1
"8288","seconded",15,9
"8289","inclosure",1,1
"8290","visisted",3,2
"8291","noticing",1,1
"8292","subect",1,1
"8293","conclusion",7,6
"8294","deferring",1,1
"8295","convey",7,7
"8296","propriety",3,3
"8297","unsurveyed",1,1
"8298","venomous",1,1
"8299","reptiles",1,1
"8300","insects",1,1
"8301","teazing",1,1
"8302","plagues",1,1
"8303","conquered",2,2
"8304","extremes",9,9
"8305","rare",2,2
"8306","occurence",1,1
"8307","bottoms",9,9
"8308","sluggish",2,2
"8309","catfish",1,1
"8310","sturgeons",1,1
"8311","comfortable",8,7
"8312","birkbeck.directed",1,1
"8313","batson's",1,1
"8314","hopethe",1,1
"8315","explains",2,2
"8316","proposes",3,3
"8317","inquiries",3,3
"8318","exchequer",7,5
"8319","outline",4,4
"8320","prorogation.(official",1,1
"8321","circular)downing",1,1
"8322","unconnected",2,2
"8323","unprovided",2,2
"8324","capiral",1,1
"8325","burdensome",2,2
"8326","confine",6,6
"8327","bodied",5,3
"8328","selecting",5,3
"8329","eligible.in",2,2
"8330","deposit",10,4
"8331","repaid",1,1
"8332","hereinafter",3,3
"8333","famly",1,1
"8334","victualled",2,2
"8335","colony.a",2,2
"8336","one-third",7,6
"8337","outset",3,3
"8338","expenceof",1,1
"8339","cease",6,4
"8340","remainer",1,1
"8341","location.if",2,2
"8342","redundancy",3,3
"8343","unite",3,3
"8344","above-mentioned",6,3
"8345","liverty",1,1
"8346","chargeable",2,2
"8347","country.but",2,2
"8348","proposin",1,1
"8349","work.it",2,2
"8350","apply",11,10
"8351","accompany",9,9
"8352","state.the",2,2
"8353","remitted",5,5
"8354","resided",10,10
"8355","holder",4,4
"8356","exceeding",4,4
"8357","clause",13,3
"8358","reservations–that",1,1
"8359","foreited",1,1
"8360","reservations",2,2
"8361","precious",3,3
"8362","corfu",1,1
"8363","ionian",1,1
"8364","rome",2,2
"8365","negotitate",1,1
"8366","concordat",1,1
"8367","romish",1,1
"8368","negotiation",2,2
"8369","effect.previously",1,1
"8370","deputation",5,4
"8371","parguinotes",1,1
"8372","ali",2,2
"8373","pacha",2,2
"8374","parga",1,1
"8375","agreeably",3,3
"8376","stipulation",3,3
"8377","fills",1,1
"8378","interim",3,3
"8379","governor.advices",1,1
"8380","demerara",5,4
"8381","guiana",1,1
"8382","chronicle",5,5
"8383","rangers",2,2
"8384","smelt",1,1
"8385","diadem",1,1
"8386","allotted",2,2
"8387","support.we",1,1
"8388","idem",1,1
"8389","redman",1,1
"8390","domingo",1,1
"8391","posted",1,1
"8392","l.we",1,1
"8393","subjoin",1,1
"8394","reformer:from",1,1
"8395","famed",1,1
"8396","champion",1,1
"8397","debut",1,1
"8398","landowners",1,1
"8399","stamp",1,1
"8400","lucubrations",1,1
"8401","assertions",3,3
"8402","facts–a",1,1
"8403","wove",1,1
"8404","sophistry",2,2
"8405","beguile",1,1
"8406","superficial",1,1
"8407","reader",1,1
"8408","egregious",1,1
"8409","speciousness",1,1
"8410","dissent",3,2
"8411","reformer",1,1
"8412","intrusive",1,1
"8413","refutation",1,1
"8414","exposure",5,5
"8415","absurdities",1,1
"8416","exalting",1,1
"8417","imputations",1,1
"8418","reaped",1,1
"8419","doubtless",3,3
"8420","checked",2,2
"8421","society.the",1,1
"8422","distribution",2,2
"8423","queen's",1,1
"8424","ditto–head-quarters",4,1
"8425","christopher's",2,2
"8426","montserrat",1,1
"8427","vincent's",3,2
"8428","lucia",2,1
"8429","fusileers)–barbadoes",1,1
"8430","regiment–head-quarters",1,1
"8431","country.(official",1,1
"8432","circular.)downing-street",1,1
"8433","ahove",1,1
"8434","remainder",7,6
"8435","proposing",2,2
"8436","reservations*–that",1,1
"8437","forfeited",1,1
"8438","abandone",1,1
"8439","cultivator",1,1
"8440","colony.there",1,1
"8441","africa",14,11
"8442","algoa",5,5
"8443","catherine's",1,1
"8444","knysua",1,1
"8445","saldanha",2,2
"8446","brazils",2,2
"8447","renders",3,3
"8448","anticipation",1,1
"8449","interested",6,6
"8450","intelligencethe",2,2
"8451","received.information",1,1
"8452","country-people",1,1
"8453","returning",4,4
"8454","attacks",4,4
"8455","come.letters",1,1
"8456","convict-ships",1,1
"8457","marley",1,1
"8458","mario",1,1
"8459","isabella",2,2
"8460","intermediate",1,1
"8461","port.extract",1,1
"8462","solemnly",1,1
"8463","drugging",1,1
"8464","calaba",1,1
"8465","collective.montreal",1,1
"8466","rouge",1,1
"8467","before-mentioned",1,1
"8468","milder",1,1
"8469","populous",4,4
"8470","plications",1,1
"8471","referred",8,7
"8472","to:–downing",1,1
"8473","sir–in",1,1
"8474","inctly",1,1
"8475","specifies",1,1
"8476","governance.with",1,1
"8477","practical",5,4
"8478","spot.the",2,2
"8479","allotting",1,1
"8480","implements",5,5
"8481","debarred",1,1
"8482","derte",1,1
"8483","purchasing",2,2
"8484","ception.the",1,1
"8485","ceed",1,1
"8486","colony.in",1,1
"8487","pecaniary",1,1
"8488","directios",1,1
"8489","ensure",2,2
"8490","intelligencefire",1,1
"8491","newfoundlandwe",1,1
"8492","calamitous",4,3
"8493","critchelly",1,1
"8494","arriv",1,1
"8495","carbonear",1,1
"8496","uninhabited",2,2
"8497","inflammable",1,1
"8498","roofs",2,2
"8499","milies",1,1
"8500","consumed",3,3
"8501","warehouses.we",1,1
"8502","conder",1,1
"8503","tracy's",1,1
"8504","baine",1,1
"8505","co.'s.cape",1,1
"8506","hopeat",1,1
"8507","tilities",1,1
"8508","anew",1,1
"8509","considerable.cape",1,1
"8510","borders",3,3
"8511","graham's",1,1
"8512","fiel",1,1
"8513","boors",3,2
"8514","inrol",1,1
"8515","enemy.cape",1,1
"8516","wilshire",1,1
"8517","pursue",5,3
"8518","appointed.jamaica",1,1
"8519","sad",2,2
"8520","fugitive",1,1
"8521","marsha",1,1
"8522","blas",1,1
"8523","porto",3,2
"8524","bello",2,1
"8525","andreas",1,1
"8526","leap",2,2
"8527","promulgated",2,2
"8528","betrayed",1,1
"8529","retake",1,1
"8530","rio",6,3
"8531","janeiro",5,3
"8532","litna",1,1
"8533","andromache",2,2
"8534","shirreff",1,1
"8535","cochrane's",1,1
"8536","seas",6,5
"8537","resorted",3,3
"8538","undue",2,2
"8539","blackwood's",1,1
"8540","magazine.)the",1,1
"8541","thin",3,3
"8542","surplus",5,5
"8543","birth",4,3
"8544","divert",2,2
"8545","convince",4,4
"8546","forefathers.the",1,1
"8547","question.the",1,1
"8548","agreedable",1,1
"8549","intensely",1,1
"8550","rainy",1,1
"8551","stormy",4,3
"8552","fires",6,4
"8553","indolent",2,1
"8554","unheathliness",1,1
"8555","artificial",2,2
"8556","tanks",1,1
"8557","reservoirs",2,2
"8558","irrigation",1,1
"8559","wells",3,2
"8560","vegetation",1,1
"8561","ensues",1,1
"8562","digging",1,1
"8563","swollen",1,1
"8564","torrents",2,2
"8565","eels",1,1
"8566","turtle",2,2
"8567","seas.there",1,1
"8568","taxus",1,1
"8569","elongatus",1,1
"8570","diameter",4,3
"8571","iron-wood",1,1
"8572","straight",1,1
"8573","hassayni",1,1
"8574","tree...the",1,1
"8575","constantia",1,1
"8576","wine",7,4
"8577","wines",3,1
"8578","fairly",4,3
"8579","augured",1,1
"8580","heretofore",4,3
"8581","mattered",1,1
"8582","sour",1,1
"8583","decayed",2,2
"8584","unripe",1,1
"8585","stalks",3,2
"8586","leaves",6,5
"8587","promiscuously",1,1
"8588","wine-press",1,1
"8589","seasoning",1,1
"8590","brimstone",1,1
"8591","brandy",4,4
"8592","contributed",3,3
"8593","deteriorate",1,1
"8594","madeira",5,2
"8595","trifling",6,5
"8596","affixed",1,1
"8597","introducing",1,1
"8598","home-made",1,1
"8599","equitable",1,1
"8600","decidely",2,2
"8601","unalterably",1,1
"8602","bides",1,1
"8603","whale",16,7
"8604","bone",1,1
"8605","soap",1,1
"8606","candles",1,1
"8607","aloes",1,1
"8608","prosperit",1,1
"8609","despotism",1,1
"8610","contituted",1,1
"8611","purest",1,1
"8612","annuls",1,1
"8613","inserts",1,1
"8614","adviser",1,1
"8615","extend",7,7
"8616","rescinded",1,1
"8617","obscured",1,1
"8618","edicts",1,1
"8619","laterly",1,1
"8620","foribus",1,1
"8621","clausis",1,1
"8622","presides",1,1
"8623","checks",2,2
"8624","governor.the",1,1
"8625","groan",2,2
"8626","painfully",1,1
"8627","parliamentary",6,5
"8628","grant.noting",1,1
"8629","bedd",1,1
"8630","vansittuart's",1,1
"8631","downing",2,2
"8632","reaching",4,4
"8633","kindred",2,2
"8634","allay",1,1
"8635","sorrowing",1,1
"8636","recollection",2,2
"8637","pastor",5,3
"8638","veneration",1,1
"8639","attach",1,1
"8640","him.it",2,2
"8641","outselves",1,1
"8642","sober",3,2
"8643","steady",4,4
"8644","vicious",1,1
"8645","safer",1,1
"8646","reward.during",1,1
"8647","cook",3,3
"8648","beremember",1,1
"8649","manufactory",1,1
"8650","cheaply",1,1
"8651","clad",1,1
"8652","soft",2,2
"8653","warmth",3,3
"8654","colder",2,2
"8655","mattress",1,1
"8656","coverlet.there",1,1
"8657","intimately",1,1
"8658","credence",1,1
"8659","introduce",7,6
"8660","stubbornly",1,1
"8661","luxurious",1,1
"8662","unparalleled",2,2
"8663","shown",3,3
"8664","barbarities",3,3
"8665","encouraged",3,3
"8666","perpetration",1,1
"8667","inhumanities",1,1
"8668","attainments",1,1
"8669","thewe",1,1
"8670","hints",2,2
"8671","furnishing",3,3
"8672","chanceller",1,1
"8673","americe",1,1
